,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
4,1578545384-HIP23043-0-1.fits,1578545412-HIP23043-0-1.fits,-40.47001164,31.77280513,-0.105097079,-4.349999213,0.299998662,0.500001555,0.350000651,0.350000651,0,-67.61617548,106.4041804,-117.0953235,-15.51117942,62.39160758,-25.08281886,-4.203801256,16.21785323,-14.52651992
5,1578545714-HIP23043-0-1.fits,1578545742-HIP23043-0-1.fits,-41.70844108,30.99188617,0.164204652,-4.349999213,0.449998662,0.500001555,0.350000651,0.350000651,0,-109.6699733,33.4225848,19.44086276,-13.17552611,26.49526307,-38.12832539,-3.742034942,12.36683966,-13.36930693
6,1578545943-HIP23043-0-1.fits,1578545971-HIP23043-0-1.fits,-42.55335513,30.43791156,0.323465922,-4.349999213,0.449998662,0.530001555,0.350000651,0.350000651,0,35.09541491,-22.07450475,18.32112353,10.92888084,33.25145208,-61.00319463,-5.930286936,18.99609423,-13.05423562
29,1578546616-L_Vel-0-1.fits,1578546644-L_Vel-0-1.fits,142.961106,60.14803675,-2.953207931,-4.349999213,-1.34E-06,0.465001555,0.350000651,0.350000651,0,-328.9880694,-55.48509978,-72.04898409,-20.51289517,106.0468898,41.41960758,-19.88683251,11.95678254,-2.540916845
30,1578546849-L_Vel-0-1.fits,1578546877-L_Vel-0-1.fits,143.6622865,60.65315736,-3.824045674,-4.349999213,0.449998662,0.530001555,0.350000651,0.350000651,0,-114.8123351,-68.95671225,-75.5715418,51.11022122,69.90466238,31.29717267,-25.88060346,12.23429255,-2.146225906
31,1578547083-L_Vel-0-1.fits,1578547111-L_Vel-0-1.fits,144.3928666,61.14713371,-4.729839871,-4.349999213,0.199998662,0.530001555,0.350000651,0.350000651,0,-97.19384742,-89.84743087,-16.51335781,-13.70897635,94.44843468,15.18958869,-3.915366848,10.601978,4.378405511
32,1578547480-L_Vel-0-1.fits,1578547507-L_Vel-0-1.fits,145.7357744,61.97695945,-63.21832057,-4.349999213,0.199998662,0.530001555,0.350000651,0.350000651,0,-86.01994874,-1.273707938,124.9144759,63.24089878,33.00232806,-38.69577216,16.88954781,11.46197753,6.792834317
33,1578547813-L_Vel-0-1.fits,1578547841-L_Vel-0-1.fits,146.8975949,62.62019441,-70.19575541,-4.549999213,0.199998662,0.530001555,0.350000651,0.350000651,0,-90.43357677,8.515363886,94.93394569,66.23743614,48.41387443,-42.6550427,23.62963303,14.60433537,-0.818637884
34,1578548066-L_Vel-0-1.fits,1578548094-L_Vel-0-1.fits,147.8846287,63.12268186,-71.41619267,-4.799999213,0.199998662,0.530001555,0.350000651,0.350000651,0,-94.23306206,15.18316868,75.43219648,39.38333941,54.82372226,-55.81950351,25.3941158,10.48908657,0.658254311
35,1578548373-L_Vel-0-1.fits,1578548401-L_Vel-0-1.fits,149.1198781,63.69170232,-72.94521483,-5.149999213,0.199998662,0.530001555,0.350000651,0.350000651,0,-69.08395054,36.01606012,136.1019088,-0.912422119,49.91210674,-46.32760629,32.13428317,-7.186451126,-4.015097059
36,1578548948-n_Vel-0-1.fits,1578548976-n_Vel-0-1.fits,167.1039721,72.37907635,104.818846,-4.349999213,-1.34E-06,0.465001555,0.350000651,0.350000651,0,-349.5017464,-43.03817922,143.4646316,-115.9740747,-48.10569071,67.1536282,-14.96726538,-4.44748227,1.488326601
37,1578549286-n_Vel-0-1.fits,1578549333-n_Vel-0-1.fits,170.274457,72.61797455,101.0398875,-5.149999213,0.199998662,0.530001555,0.350000651,0.350000651,0,-75.27968154,38.71199984,104.46307,24.69719059,7.321263526,76.23040382,-14.79609282,5.843881832,-10.91244457
38,1578549581-n_Vel-0-1.fits,1578549609-n_Vel-0-1.fits,172.9552889,72.76682549,97.75734992,-5.149999213,0.199998662,0.515001555,0.350000651,0.350000651,0,-170.1197828,46.42297372,147.1755178,30.12928047,-13.58304628,62.01956758,-33.69660142,0.11605824,-4.453804914
39,1578549843-n_Vel-0-1.fits,1578549870-n_Vel-0-1.fits,175.3718406,72.8586811,94.66148274,-5.149999213,0.199998662,0.545001555,0.350000651,0.350000651,0,-64.30040705,31.40452512,139.6354142,43.64944109,-16.43670921,45.4607846,-49.92261729,7.161679436,5.881851847
40,1578550018-n_Vel-0-1.fits,1578550045-n_Vel-0-1.fits,177.0379497,72.89898009,92.57203729,-5.149999213,0.199998662,0.560001555,0.350000651,0.350000651,0,33.1187158,79.57112671,142.252439,14.43313007,-9.80836862,41.40679572,-50.79836069,-2.321101577,-9.116861698
